time,latitude,longitude,vehicle_heading,vehicle_speed,vehicle_state,vehicle_track,llc_status
1567977328.546239,44.392710232063045,8.943693311933684,4.221745823905364,2.0934906717813693,LatLong Move,4.2205322135563605,0
1567977328.6465962,44.392709342862396,8.94369099220297,4.2211403357317945,2.0899047159054414,LatLong Move,4.219927719085263,0
1567977328.7460892,44.39270845231649,8.943688672355625,4.220531150764927,2.086285859926815,LatLong Move,4.21933304753248,0
1567977328.8488185,44.3927075626291,8.943686358123575,4.219926665719651,2.0827116161009287,LatLong Move,4.218748936902706,0
1567977328.9466448,44.39270667336905,8.943684048332818,4.219331506816626,2.0792398731403607,LatLong Move,4.218177907624867,0
1567977329.046134,44.39270578502581,8.943681744183571,4.218747792288394,2.07592269034316,LatLong Move,4.217615950664925,0
1567977329.1465132,44.392704896337136,8.943679442327522,4.218176228169476,2.0727403415751944,LatLong Move,4.217057310391237,0
1567977329.246273,44.392704010812665,8.943677151773882,4.217615139469164,2.0696591997097777,LatLong Move,4.216495291578656,0
1567977329.3466141,44.392703124230096,8.943674861552081,4.217056462675977,2.0666166040140856,LatLong Move,4.215922031575204,0
1567977329.4465623,44.39270223757703,8.943672574213453,4.216493819405441,2.0635496084965417,LatLong Move,4.215337418902909,0
1567977329.547763,44.39270135048174,8.943670288833847,4.215921030095256,2.060378634319938,LatLong Move,4.214737697513058,0
1567977329.648895,44.39270046546786,8.943668011964068,4.2153364061193574,2.057067756378551,LatLong Move,4.214125543186803,0
1567977329.7472835,44.39269957982907,8.943665736703332,4.2147366437003235,2.0535814095365397,LatLong Move,4.213502056030446,0
1567977329.8474367,44.39269869598936,8.943663469344356,4.214123925456931,2.049960358810407,LatLong Move,4.212878121356265,0
1567977329.947262,44.3926978096297,8.943661198868396,4.2135004657021735,2.046247417758602,LatLong Move,4.212258284943683,0
1567977330.0471196,44.39269692599623,8.943658938736487,4.212876499018378,2.0425025049696868,LatLong Move,4.211646093524761,0
1567977330.1466393,44.392696043574745,8.9436566850413,4.212257194915896,2.038798648903613,LatLong Move,4.211044465999599,0
1567977330.2461631,44.392695160927815,8.943654434067637,4.211645028110276,2.035193433245624,LatLong Move,4.210453611263045,0
1567977330.3475044,44.392694278734595,8.943652187491347,4.211043409272234,2.0317189190967424,LatLong Move,4.209870964536517,0
1567977330.446076,44.392693396428555,8.943649943805417,4.210451977404025,2.028379890344669,LatLong Move,4.209291118737205,0
1567977330.548427,44.392692514837805,8.94364770505636,4.209869458933941,2.0251256908420996,LatLong Move,4.208706201715275,0
1567977330.6484454,44.39269163568802,8.943645475573158,4.209290078423976,2.0251256908420996,LatLong Move,4.208706201715275,0
1567977330.745933,44.39269075505964,8.943643245414737,4.208704566292134,2.0187771996357458,LatLong Move,4.207513547558628,0
1567977330.8470058,44.39269075505964,8.943643245414737,4.208704566292134,2.015434708305816,LatLong Move,4.206896257606278,0
1567977330.9463325,44.39268899893943,8.943638806345202,4.2075115746622895,2.011935520490407,LatLong Move,4.206265240588781,0
1567977331.0466545,44.39268812048248,8.943636591094299,4.206895167752862,2.007865924426529,LatLong Move,4.2056253923745786,0
1567977331.146166,44.392687242375324,8.943634379986376,4.206264197115157,2.0041507159317904,LatLong Move,4.204984734734886,0
1567977331.246343,44.39268636446028,8.943632172675409,4.205624284797482,2.0010497025245257,LatLong Move,4.203992505607587,0
1567977331.347255,44.39268548859798,8.943629973847724,4.204982942584532,1.997141362689619,LatLong Move,4.203501140260176,0
1567977331.4474268,44.39268461199345,8.943627777203426,4.203990843559637,1.9933207863444276,LatLong Move,4.203050949501625,0
1567977331.5472903,44.39268373592336,8.943625586244769,4.20350076422341,1.9895883132171797,LatLong Move,4.20246712875471,0
1567977331.6473596,44.39268285956539,8.943623396525252,4.203049978562955,1.985874683055995,LatLong Move,4.201866569431431,0
1567977331.747115,44.39268198556966,8.943621215465138,4.202466072577282,1.982342011975669,LatLong Move,4.201264756575593,0
